"Anemone pavoniana","B",,,70
"Anemone polyanthes","B",,,"rotted"
"Anemone ranunculoides",,,2,"70D-40-70D-40"
"Anemone ranunculoides ",,1,,"70-40-70-40"
"Anemone rivularis","B",,,"40-70L"
"Anemone rupicola","B",,,70
"Anemone sylvestris","B",,,70
"Anemone tetonensis","B",,,"rotted"
"Anemone tetrasepala","B",,,"40-70"
"Anemone vitifolia","B",,,70
"Anemonella thalictroides","B",,,"70D-40-70L"
"Anemonopsis macrophylla","B",,,"70-40-70-40-70"
"Anethum graveolens","B",,,70
"Angelica archangelica",,1,,"70L"
"Angelica gigas","B",,,"70L"
"Angelica grayi","B",,,"70L"
"Anigozanthos falvidus",,,2,"70D"
"Anigozanthos flavidus",,1,,"70D"
"Anigozanthos manglesii",,1,,"70D"
"Anisodontea capensis ",,,2,"40-70D"
"Anisotome aromatica","B",,,"40-70"
"Anisotome haastii","B",,,"40-70"
"Annona cherimola",,,2,"WC 7 d, 70D"
"Annona cherimosa",,1,,"no germ"
"Anoda sp.",,,2,"rotted"
"Anthemis montana","B",,,70
"Anthericum liliago","B",,,"40-70"
"Anthericum racemosum",,1,,"70 GA-3"
"Anthericum racemosum","B",,,"40-70"
"Anthericum torreyi","B",,,"70D"
"Anthriscus cerefolium",,1,,70
"Anthriscus cerefolium","B",,,"70L"
"Anthyllis montana","B",,,"puncture, 70"
"Anthyllis vulneraria","B",,,"puncture, 70"
"Antigon leptopus",,1,,70
"Antirrhinum major",,,2,"70D"
"Antirrhinum majus","B",,,"D-70"
"Aphananthe aspersa","B",,,40
"Apium graveolens",,,2,"70D"
"Apium graveolens",,1,,70
"Aquilegia akitensis","B",,,70
"Aquilegia atravinosa","B",,,"40-70-40"
"Aquilegia barnebyi","B",,,"40-70"
"Aquilegia canadensis",,1,,"comment"
"Aquilegia canadensis","B",,,"70 GA-3"
"Aquilegia chrysantha",,,2,"70 GA-3"
"Aquilegia coerulea","B",,,"70 GA-3"
"Aquilegia discolor",,1,,"70 GA-3"
"Aquilegia elegantula","B",,,"70 GA-3"
"Aquilegia eximia","B",,,"70D"
"Aquilegia flabellata nana","B",,,"70 GA-3"
"Aquilegia flavescens","B",,,"OT"
"Aquilegia formosa",,,2,"40-70D"
"Aquilegia formosa","B",,,"40-70"
"Aquilegia fragrans",,1,,"70L"
"Aquilegia fragrans","B",,,"70-40-70"
"Aquilegia japonica",,,2,"70 GA-3"
"Aquilegia jonesii","B",,,"70-40-70"
"Aquilegia jonesii x saximontana","B",,,"40-70-40-70"
"Aquilegia jucunda","B",,,"OT"
"Aquilegia laramiensis","B",,,"70 GA-3"
"Aquilegia micrantha","B",,,70
"Aquilegia olympica","B",,,"OT"
"Aquilegia pyrenaica","B",,,70
"Aquilegia saximontana","B",,,"70 GA-3"
"Aquilegia scopulorum",,,2,"70 GA-3"
"Aquilegia scopulorum",,1,,"70 GA-3"
"Aquilegia scopulorum","B",,,"70 GA-3"
"Aquilegia skinneri","B",,,70
"Aquilegia sp. (Darwas)","B",,,"70 GA-3"
"Aquilegia tridentata","B",,,40
"Aquilegia vulgaris",,,2,"comment"
"Aquilegia vulgaris",,1,,"comment"
"Aquilegia vulgaris","B",,,"70 GA-3"
"Arabis albida","B",,,70
"Arabis alpina","B",,,70
"Arabis bellidifolia","B",,,70
"Arabis blepharophylla","B",,,70
"Arabis petraea","B",,,70
"Arabis pumila","B",,,70
"Arabis purpurea","B",,,70
"Aralia californica",,1,,"70D-40-70D"
"Aralia elata",,1,,"70 GA-3"
"Aralia hispida","B",,,"40-70"
"Aralia nudicaulis",,,2,"no germ"
"Aralia nudicaulis",,1,,"no germ"
"Aralia racemosa","B",,,"OT"
"Araujia seridifera",,,2,"70L"
"Arbutus menziesii",,,2,"70D"
"Arbutus menziesii",,1,,40
"Arbutus menziesii","B",,,"40-70"
"Arctium lappa",,1,,"D-70"
"Arctomecon californica",,1,,"70 GA-3"
"Arctomecon humilis",,1,,"no germ"
"Arctostaphylos columbiana x uva-ursi","B",,,"OT"
"Arctostaphylos crustacea",,,2,"70 GA-3 40-70D-40-70D"
"Arctostaphylos crustacea",,1,,"70 GA-3 40-70"
"Arctostaphylos nevadensis","B",,,"70-40-70-40"
"Arctostaphylos patula",,1,,"70 GA-3 40-70"
"Arctostaphylos pungens",,,2,"70 GA-3"
"Arctostaphylos pungens",,1,,"WC 14 d, 70 GA-3 40-70"
"Arctostaphylos pungens","B",,,"70 GA-3"
"Arctostaphylos uva-ursi",,1,,"70 GA-3 40"
"Arctostaphylos uva-ursi","B",,,"70-40-70"
"Ardisia crenata",,,2,"rotted"
"Ardisia crenata",,1,,"no germ"
"Ardisia crispa",,,2,"DS 1 y = dead"
"Arenaria caroliniana","B",,,"OT"
"Arenaria hookeri",,1,,"70D"
"Arenaria kingii","B",,,70
"Arenaria norvegica",,1,,"70 GA-3"
"Arenaria polaris","B",,,70
"Arenaria procera","B",,,70
"Arenaria pseudoacantholimon","B",,,70
"Arenaria purpurescens","B",,,70
"Arenaria saxosa","B",,,70
"Arenaria stricta","B",,,70
"Arenaria tmolea","B",,,"70 GA-3"
"Arequipa erectocylindrica",,"1c",,"70 GA-3"
"Arequipa sp. 'tachna'",,"1c",,70
"Arequipa weingartiana",,"1c",,"70 GA-3"
"Arethusa bulbosa","Bo",,,"comment"
"Argemone grandiflora",,1,,"70D"
"Argemone hispida",,1,,"70 GA-3"
"Argemone munita",,,2,"70 GA-3"
"Argemone munita",,1,,"70 GA-3"
"Argemone pleicantha",,1,,"OT"
"Argemone pleicantha","B",,,"OT"
"Argylia adscendens","B",,,"70L"
"Argylia potentillifolia","B",,,"70L"
"Argylia sp.","B",,,"40-70D"
"Argyranthemum sp.",,,2,"chaff"
"Argyreia nervosa",,1,,"70D"
"Argyroderma congregatum",,1,,70
"Ariocarpus agavoides",,"1c",,70
"Ariocarpus kotschoubeyanus",,"1c",,"70 GA-3"
"Ariocarpus retusus",,"1c",,"70 GA-3"
"Ariocarpus trigonus",,"1c",,"no germ"
"Arisaema amurense",,1,,"70D"
"Arisaema consanguineum","B",,,70
"Arisaema dracontium","B",,,"OT, WC 14 d, 70"
"Arisaema flavum","B",,,70
"Arisaema jacquemonti","B",,,70
"Arisaema nepenthioides","B",,,40
"Arisaema quinata",,1,,"comment"
"Arisaema quinquifolium",,1,,"misnamed, = A quinata"
"Arisaema quinquifolium","B",,,"OT, WC 14 d, 70"
"Arisaema sikokianum","B",,,40
"Arisaema thunbergii","B",,,70
"Arisaema tortuosum","B",,,70
"Arisaema triphyllum","B",,,"OT, WC 14 d, 70"
"Aristea ecklonii",,,2,"empty"
"Aristolochia baetica","B",,,"40-70L"
"Aristolochia macrophylla",,1,,"70L"
"Aristolochia serpentaria","B",,,"40-70-40-70-40-70"
"Aristotelia fruticosa x serrata",,,2,"empty"
"Armataocereus matulanensis",,"1c",,"70 GA-3"
"Armenaica sibirica","B",,,40
"Armeria caespitosa","B",,,70
"Armeria corsica","B",,,70
"Armeria maritima",,,2,"70D"
"Armeria maritima",,1,,"70D"
"Armeria tweedyi","B",,,70
"Arnebia echioides","B",,,"70 GA-3"
"Arnebia euchroma","B",,,70
"Arnica frigida","B",,,70
"Arnica montana","B",,,70
"Aronia arbutifolia",,,2,"no germ"
"Aronia arbutifolia",,1,,"no germ"
"Aronia melanocarpa",,1,,"70L-40-70L"
"Artemesia pamirica",,,2,"70D"
"Artemisia caucasica","B",,,"D-70D"
"Artemisia frigida","B",,,"D-70D"
"Artemisia pamirica",,1,,"70D"
"Artemisia pamirica","B",,,"D-70D"
"Arthropodium cirrhatum",,,2,"70 GA-3"
"Arthropodium cirrhatum","B",,,"70 GA-3"
"Arthropodium cirrhatum ",,1,,"70 GA-3 40-70-40"
"Arum concinnatum",,,2,"70D"
"Arum cyrenaicum",,,2,"70D"
"Arum dioscoridis",,,2,"70D"
"Arum italicum",,,2,"70D-40-70D"
"Arum maculatum","B",,,"40-70-40-70-40"
"Arum nigrum",,,2,"70D-40-70D"
"Aruncus dioicus",,1,,"70L"
"Aruncus dioicus","B",,,"70L"
"Aruncus sylvestris",,1,,"70L"
"Aruncus sylvestris","B",,,"70L"
"Asarina barclaiana",,,2,"70D"
"Asarina barclaiana",,1,,"70L"
"Asarina procumbens","B",,,"70L"
"Asarina purpusii",,,2,"70D"
"Asarum canadensis","B",,,"WC 14 d, 40-70"
"Asarum europaeus","B",,,"WC 7 d, 70-40"
"Asclepias cordifolia",,,2,"DS 20 y = dead"
"Asclepias cryptoceras",,1,,"40-70"
"Asclepias erosa",,,2,"DS 20 y = dead"
"Asclepias incarnata","B",,,"40-70L"
"Asclepias phytolaccoides","B",,,"70L"
"Asclepias quadrifolia","B",,,"70L-40-70L"
"Asclepias speciosa",,,2,"DS 20 y = dead"
"Asclepias syriacus","B",,,"40-70L"
"Asclepias tuberosa","B",,,"40-70"
"Asclepias viridiflorus","B",,,"40-70"
"Asimina triloba",,1,,"40-70"
"Asimina triloba","B",,,"WC 14 d, 40-70"
"Asparagus officinalis","B",,,"WC 4 d, 70"
"Asparagus sprengeri",,,2,"70D"
"Asparagus sprengeri",,1,,"WC 1 d, 70D"
"Asperula arvensis","B",,,40
"Asperula orientalis","B",,,70
"Asperula pontica","B",,,70
"Asperula tinctoria","B",,,70
"Asphodeline brevicaulis",,,2,"70D"
"Asphodeline brevicaulis",,1,,"70D"
"Asphodeline liburnica",,,2,"70D"
"Asphodeline liburnica",,1,,"70D"
"Asphodeline lutea",,,2,"70D"
"Asphodeline lutea",,1,,"70D"
"Asphodeline lutea","B",,,70
"Asphodeline microcarpus",,,2,"70D"
"Asphodelus aestivus",,,2,"70D"
"Asphodelus albus",,,2,"70D-40"
"Asphodelus albus",,1,,"40-70D"
"Asphodelus cerasiferus",,,2,"70D"
"Asphodelus fistulosus",,,2,"70D"
"Asphodelus fistulosus",,1,,"70D"
"Asphodelus fistulosus","B",,,40
"Asphodelus luteus",,,2,"70D"
"Asphodelus microcarpus",,,2,"70D"
"Asphodelus ramosus",,,2,"70D-40"
"Astelboides","B",,,"see Rodgersia"
"Astelia nervosa","B",,,"40-70-40-70"
"Aster alpellus","B",,,"D-70"
"Aster alpigenus v haydenii",,,2,"70D"
"Aster alpinus",,1,,"70D"
"Aster alpinus","B",,,70
"Aster bigelovii","B",,,70
"Aster brachytrichus","B",,,"D-70"
"Aster coloradoensis","B",,,"D-70"
"Aster ericoides","B",,,70
"Aster farreri","B",,,"D-70"
"Aster himalaicus","B",,,"D-70"
"Aster likiangensis","B",,,"D-70"
"Aster nova-anglae","B",,,70
"Aster oblongifolius","B",,,70
"Aster sibirica","B",,,"D-70"
"Aster tibeticus","B",,,"D-70"
"Asteromoa mongolica",,,2,"70D"
"Asteromoa mongolica",,1,,"70D"
"Asteromoa mongolica","B",,,70
"Astilbe biternata","B",,,"70L"
"Astilbe chinensis","B",,,"70L"
"Astilboides tabularis","B",,,"comment (Rodgersia)"
"Astragalus glycyphyllos",,1,,"puncture, 40-70"
"Astragalus glycyphyllos","B",,,"puncture, 70D"
"Astragalus membranaceous",,1,,"comment"
"Astragalus sp.","B",,,70
"Astragalus whitneyi","B",,,70
"Astrantia carniolica rubra",,,2,"70D-40"
"Astrantia involucrata",,,2,"70D-40"
"Astrantia major",,,2,"70D-40"
"Astrantia major","B",,,40
"Astrantia major ",,1,,"70-40"
"Astrantia minor",,,2,"40-70D-40"
"Astrantia minor",,1,,"70-40"
"Astrophytum asterias",,"1c",,"70 GA-3"
"Astrophytum capricorne crassispinum",,"1c",,"70 GA-3"
